,scores
0,33.07947853055547
1,33.75501476283248
2,22.9067838464865
3,4.8624412467479425
4,47.266572127657504
5,31.174737798853563
6,215.45486894767734
7,94.19081453519667
8,16.83321674373586
9,8.056293789179028
10,299.6698587988998
11,69.68558959569854
12,27.910947565453444
13,7.555616900754308
14,21.152482523462396
15,4.906216723415104
16,2.4905441957508914
17,49.77852292632841
18,52.820319755556724
19,11.733403212354307
20,27.48491256889415
21,46.905620173262726
22,1.6385281362446342
23,165.49867508806324
24,7.3968829012904305
25,62.38767282110525
26,40.29065373235579
27,13.572060970754091
28,207.1168166910956
29,459.9480965671833
30,47.583367503226626
31,1.610940868766779
32,15.588046968840784
33,25.82174759603723
34,9.485005037596471
35,6.950589437532547
36,19.397993966705958
37,10.908868028183504
38,3.9503053954087495
39,18.007474661265594
40,21.7416057841231
41,17.862775065129004
42,2.4561342202191634
43,11.188653462002488
44,2.4849524022880445
45,17.707442829997817
46,77.5194989070012
47,7.335725019540822
48,58.33685467009592
49,75.19914214691048
50,62.1218512037255
51,18.35397604879666
52,13.057408628673873
53,5.595264636706823
54,5.777041107528914
55,49.37390012815065
56,57.69418339610288
57,102.7061670315807
58,20.625309124810222
59,1.58295305215604
60,248.68837980491446
61,10.474577008261187
62,4.019242205884876
63,47.61736116848719
64,8.622304986675884
65,8.350787577076552
66,19.67630370536623
67,67.53458955915345
68,10.39048099444711
69,5.033129279605586
70,52.46208019770735
71,157.50833454163777
72,2.4611034616053113
73,45.48138296215082
74,218.45461556598192
75,66.61017237735535
76,2.5238265851109407
77,87.38209372277007
78,6.61837359654305
79,21.130403132700724
80,417.32947689016555
81,118.73869480833795
82,2.5422441396216584
83,11.837497596685852
84,153.62153978777155
85,17.152965170285587
86,2.4799390347354344
87,13.886655613323027
88,86.56843993129226
89,45.763968378568855
90,43.08110655868144
91,98.74163319323623
92,22.95604671029495
93,406.4726938313939
94,17.702544796161387
95,150.51190141413568
96,123.4063587299679
97,484.0265849816126
98,141.70926429034301
99,13.503107154892161
100,332.686459006522
101,8.06149798988467
102,4.82382038775804
103,83.50945834980962
104,4.182305748728065
105,45.86074540621873
106,21.58307134461185
107,28.438217047715504
108,426.0312958910994
109,50.050990148307605
110,426.1218261672208
111,218.79492097093203
112,9.286478560899031
113,4.142106824094472
114,62.26450837240918
115,17.91945808308107
116,159.67829813738706
117,70.04222862663771
118,4.837241907264447
119,12.563069595079789
120,46.258915118816525
121,89.95982458856005
122,10.850485686709945
123,9.186663667755674
124,14.611676392507125
125,280.8647313006338
126,27.631725340031704
127,17.29743188549261
128,454.53170349785233
129,421.8727073856812
130,12.387722726324702
131,45.13221782054633
132,30.920477335058706
133,32.805311642271526
134,11.289478982467807
135,28.976650460537765
136,0.8232155896912603
137,12.312140690180131
138,7.964784713156172
139,159.5904298377073
140,11.12573171082754
141,41.423834146640885
142,54.81119594112566
143,47.47987357005286
144,104.62437798076438
145,31.14662340584456
146,39.359170317565294
147,8.316896289991888
148,111.90174016599504
149,31.890926332355793
150,414.87936839711284
151,466.63361333131814
152,86.49092982181537
153,0.8169749906463771
154,35.88272874955041
155,72.20276412982435
156,65.69061666693106
157,31.240517293950905
158,140.25616648445921
159,16.123626354519015
160,230.20761658777712
161,75.05652935045586
162,14.527801311091675
163,28.91135441563358
164,234.07681257945384
165,106.91872611566541
166,76.22611991527923
167,89.62004974986198
168,45.693782084128976
169,10.930779348440161
170,14.150763895898482
171,61.517869733308544
172,68.01807439376101
173,85.16553601743139
174,435.54874167358463
175,23.149599268115104
176,12.745996746694654
177,124.12268802353336
178,13.130016388626514
179,22.16268647374406
180,69.5918744608848
181,5.506413629160169
182,41.75869301364509
183,20.34740533663022
184,21.58398225319467
185,2.376760412651149
186,23.569446069954996
187,43.74088083111954
188,57.20794512681956
189,31.290634736142675
190,321.39624165291673
191,89.30021075503213
192,40.13916572234484
193,20.945943997532
194,3.1679567386233805
195,160.2675078959232
196,202.89385691853715
197,6.0539906519123345
198,348.50689911414344
199,453.6810552682814
200,434.2258368339059
201,30.703787467048894
202,419.47296198463954
203,466.1860823184207
204,357.9786065778131
205,445.2660787862517
206,309.8817356391293
207,196.72428022510925
208,125.8162067370461
209,5.736462604221192
210,446.6372780327437
211,111.79102503702673
212,455.80138028493207
213,35.51593208796541
214,50.45610114767674
215,127.37950423213499
216,5.148812344733736
217,20.658968801419036
218,15.200636489070314
219,3.3399918514504594
220,64.29538729227093
221,21.36070859488593
222,4.3264133698509095
223,20.629878762224536
224,48.205092771230255
225,167.98335130612531
226,13.421783807074409
227,467.4893242274917
228,1.633586340625536
229,5.8507786672806885
230,2.452963770430687
231,0.8239054555185319
232,4.139711471361528
233,2.4759620660136683
234,9.949978653914725
235,3.3399037490073575
236,21.557766315100967
237,24.273948623463028
238,4.8653704238639754
239,3.273497193815985
240,21.2619709486537
241,4.01602558204973
242,25.08741486160637
243,51.890048773741604
244,76.38359836672687
245,76.78950702636767
246,38.45882873717699
247,447.4944464987333
248,101.66608372246736
249,7.900595128361933
250,24.02814909381975
251,23.644858545732465
252,5.167855819422218
253,33.156295881789376
254,166.7536809120932
255,63.10087675586979
256,6.086423377153603
257,46.2578513933107
258,11.402871736089645
259,5.036300913449119
260,33.6932560593435
261,439.5550888307982
262,69.8397332200955
263,1.6384013362367513
264,5.9109840621889695
265,29.597188084127232
266,17.974201072314127
267,57.83433503805241
268,2.5007208892647395
269,2.4806070495404384
270,22.563881418758424
271,186.64263918102134
272,2.5492040437888117
273,2.518819335280095
274,2.5071990197888137
275,78.51516452799457
276,183.50227570687568
277,366.44302083204093
278,7.760392510228308
279,69.66535903024369
280,34.6901166498929
281,22.652654415528648
282,7.785522111491352
283,81.19939308651202
284,9.597348736332709
285,440.3467310482203
286,355.93178617019373
287,93.60516026588675
288,7.3478009107318005
289,172.31758278695543
290,70.15517354761367
291,439.95382761030095
292,88.66400564265784
293,463.8246523092199
294,330.85642617843814
295,202.17508343323044
296,286.5851040089376
297,49.82998878027334
298,249.0587783406414
299,215.21505991138724
300,469.07756140569217
301,407.1295753599356
302,17.365075131902206
303,30.125218132227968
304,42.75900200583377
305,49.124647035685946
306,20.52231801389608
307,19.84662494138672
308,177.3762339918766
309,99.26101116113526
310,311.95097075934103
311,440.0461278422682
312,39.28765131581822
313,88.13547399353607
314,127.81270489162326
315,121.84049512710216
316,95.21145536112195
317,412.8168002356694
318,24.591026075740086
319,329.2823935906937
320,74.53947211777547
321,39.99124800037007
322,33.292261122362355
323,158.0852865677018
324,118.56021813773141
325,77.45303979924866
326,246.4186620720536
327,55.129320984459405
328,9.56720713698369
329,48.31966951444551
330,331.68667375086045
331,68.05191344016252
332,2.439217071856037
333,272.1308376025483
334,9.28276924096836
335,34.37111006334692
336,30.27333694684278
337,7.937595864385308
338,53.22154398453594
339,71.09357571312759
340,21.937679081323118
341,24.01984706577595
342,52.30131200022262
343,15.24570721472576
344,410.1674570844113
345,33.1199861470846
346,27.551722201888925
347,406.0240111942444
348,17.763052143589753
349,39.81212430273888
350,24.446674438871046
351,11.818670369127345
352,63.46348669369794
353,69.23303899088816
