,losses,epsilons
61,"(0.4090362787246704, array(1.9525962, dtype=float32))",0.9940693115534158
62,"(0.387395441532135, array(1.9892024, dtype=float32))",0.9939739440792255
63,"(0.3926161229610443, array(1.968058, dtype=float32))",0.9938785857542515
64,"(0.3952031433582306, array(2.0292358, dtype=float32))",0.9937832365776159
65,"(0.3803558349609375, array(2.0359097, dtype=float32))",0.9936878965484414
66,"(0.3897494077682495, array(2.0546827, dtype=float32))",0.99359256566585
67,"(0.3986426591873169, array(2.0771499, dtype=float32))",0.9934972439289645
68,"(0.39336293935775757, array(2.0979614, dtype=float32))",0.9934019313369075
69,"(0.3811565935611725, array(2.0410476, dtype=float32))",0.9933066278888014
70,"(0.3676877021789551, array(2.114745, dtype=float32))",0.9932113335837693
71,"(0.3688565492630005, array(2.1308746, dtype=float32))",0.9931160484209338
72,"(0.3957352340221405, array(2.0926678, dtype=float32))",0.993020772399418
73,"(0.3781112730503082, array(2.1673448, dtype=float32))",0.9929255055183448
74,"(0.3766210973262787, array(2.1789975, dtype=float32))",0.9928302477768374
75,"(0.3766108751296997, array(2.2071183, dtype=float32))",0.9927349991740189
76,"(0.3817414939403534, array(2.153413, dtype=float32))",0.9926397597090125
77,"(0.3445459008216858, array(2.2221947, dtype=float32))",0.9925445293809417
78,"(0.3631141185760498, array(2.204964, dtype=float32))",0.99244930818893
79,"(0.33631065487861633, array(2.2440827, dtype=float32))",0.9923540961321006
80,"(0.36801600456237793, array(2.247, dtype=float32))",0.9922588932095774
81,"(0.37021100521087646, array(2.2587407, dtype=float32))",0.9921636994204839
82,"(0.36028236150741577, array(2.3084092, dtype=float32))",0.992068514763944
83,"(0.3779788315296173, array(2.216678, dtype=float32))",0.9919733392390815
84,"(0.3542708158493042, array(2.300159, dtype=float32))",0.9918781728450203
85,"(0.33372771739959717, array(2.3476448, dtype=float32))",0.9917830155808846
86,"(0.33112767338752747, array(2.363844, dtype=float32))",0.9916878674457983
87,"(0.37243810296058655, array(2.392226, dtype=float32))",0.9915927284388857
88,"(0.3694048821926117, array(2.3289235, dtype=float32))",0.991497598559271
89,"(0.3594014644622803, array(2.4184303, dtype=float32))",0.9914024778060787
90,"(0.3429505527019501, array(2.4373057, dtype=float32))",0.9913073661784331
91,"(0.3617456555366516, array(2.4702427, dtype=float32))",0.9912122636754587
92,"(0.36125773191452026, array(2.382628, dtype=float32))",0.9911171702962802
93,"(0.3615345358848572, array(2.4922473, dtype=float32))",0.9910220860400224
94,"(0.3699185848236084, array(2.4125688, dtype=float32))",0.9909270109058099
95,"(0.358769029378891, array(2.5336294, dtype=float32))",0.9908319448927676
96,"(0.33488729596138, array(2.483056, dtype=float32))",0.9907368880000206
97,"(0.3705640733242035, array(2.5071394, dtype=float32))",0.9906418402266937
98,"(0.3795062303543091, array(2.5268762, dtype=float32))",0.9905468015719121
99,"(0.3553409278392792, array(2.5375059, dtype=float32))",0.9904517720348011
100,"(0.3702695667743683, array(2.5039382, dtype=float32))",0.9903567516144858
101,"(0.35337328910827637, array(2.5987535, dtype=float32))",0.9902617403100917
102,"(0.3546285629272461, array(2.6321387, dtype=float32))",0.9901667381207443
103,"(0.34705182909965515, array(2.5435147, dtype=float32))",0.9900717450455689
104,"(0.3720833957195282, array(2.6105244, dtype=float32))",0.9899767610836914
105,"(0.35688385367393494, array(2.6231847, dtype=float32))",0.9898817862342374
106,"(0.33330339193344116, array(2.6769743, dtype=float32))",0.9897868204963326
107,"(0.36226361989974976, array(2.6142328, dtype=float32))",0.9896918638691029
108,"(0.3434279263019562, array(2.672072, dtype=float32))",0.9895969163516743
109,"(0.31040316820144653, array(2.720565, dtype=float32))",0.989501977943173
110,"(0.35318899154663086, array(2.6949735, dtype=float32))",0.9894070486427248
111,"(0.3199625015258789, array(2.7005656, dtype=float32))",0.989312128449456
112,"(0.31689172983169556, array(2.7638123, dtype=float32))",0.989217217362493
113,"(0.3289012610912323, array(2.733624, dtype=float32))",0.9891223153809622
114,"(0.34886813163757324, array(2.7055082, dtype=float32))",0.9890274225039899
115,"(0.322238564491272, array(2.7628253, dtype=float32))",0.9889325387307027
116,"(0.337710976600647, array(2.7911522, dtype=float32))",0.9888376640602272
117,"(0.31865590810775757, array(2.8017964, dtype=float32))",0.9887427984916902
118,"(0.34878066182136536, array(2.815761, dtype=float32))",0.9886479420242186
119,"(0.3380832076072693, array(2.7871454, dtype=float32))",0.9885530946569389
120,"(0.3076813519001007, array(2.886201, dtype=float32))",0.9884582563889783
121,"(0.3279845714569092, array(2.8438272, dtype=float32))",0.9883634272194639
122,"(0.3636481761932373, array(2.7868407, dtype=float32))",0.9882686071475227
123,"(0.36897751688957214, array(2.8455207, dtype=float32))",0.988173796172282
124,"(0.37702813744544983, array(2.8163579, dtype=float32))",0.988078994292869
125,"(0.33689185976982117, array(2.922873, dtype=float32))",0.9879842015084112
126,"(0.3616005778312683, array(2.8902903, dtype=float32))",0.987889417818036
127,"(0.347450315952301, array(2.9488225, dtype=float32))",0.9877946432208708
128,"(0.3389112055301666, array(2.9741232, dtype=float32))",0.9876998777160435
129,"(0.30272847414016724, array(2.9804208, dtype=float32))",0.9876051213026817
130,"(0.30946624279022217, array(2.9382815, dtype=float32))",0.9875103739799131
131,"(0.34795132279396057, array(2.9556327, dtype=float32))",0.9874156357468657
132,"(0.3203295171260834, array(3.0690691, dtype=float32))",0.9873209066026675
133,"(0.32182198762893677, array(3.083711, dtype=float32))",0.9872261865464464
134,"(0.3394771218299866, array(3.004024, dtype=float32))",0.9871314755773306
135,"(0.371479868888855, array(2.9731092, dtype=float32))",0.9870367736944483
136,"(0.3038375973701477, array(3.0787718, dtype=float32))",0.9869420808969279
137,"(0.30664676427841187, array(3.0889387, dtype=float32))",0.9868473971838977
138,"(0.4003262519836426, array(3.0149217, dtype=float32))",0.9867527225544861
139,"(0.31227681040763855, array(3.1771736, dtype=float32))",0.9866580570078217
140,"(0.3134268820285797, array(3.1436872, dtype=float32))",0.9865634005430333
141,"(0.3212098777294159, array(3.1608238, dtype=float32))",0.9864687531592493
142,"(0.2945699393749237, array(3.2213073, dtype=float32))",0.9863741148555988
143,"(0.282922625541687, array(3.2336156, dtype=float32))",0.9862794856312105
144,"(0.29648837447166443, array(3.245474, dtype=float32))",0.9861848654852134
145,"(0.32985520362854004, array(3.1631927, dtype=float32))",0.9860902544167367
146,"(0.3141786754131317, array(3.2290828, dtype=float32))",0.9859956524249093
147,"(0.30724912881851196, array(3.2382696, dtype=float32))",0.9859010595088605
148,"(0.28140342235565186, array(3.3086636, dtype=float32))",0.9858064756677197
149,"(0.3719234764575958, array(3.2298136, dtype=float32))",0.9857119009006162
150,"(0.29482027888298035, array(3.2925065, dtype=float32))",0.9856173352066795
151,"(0.3315321207046509, array(3.2483459, dtype=float32))",0.9855227785850391
152,"(0.2883433699607849, array(3.3719985, dtype=float32))",0.9854282310348248
153,"(0.310790479183197, array(3.3391397, dtype=float32))",0.985333692555166
154,"(0.3074524998664856, array(3.4059968, dtype=float32))",0.9852391631451929
155,"(0.27457743883132935, array(3.4209557, dtype=float32))",0.985144642804035
156,"(0.28176140785217285, array(3.4339092, dtype=float32))",0.9850501315308225
157,"(0.2749522924423218, array(3.4480138, dtype=float32))",0.9849556293246855
158,"(0.34528443217277527, array(3.3517144, dtype=float32))",0.984861136184754
159,"(0.330705463886261, array(3.4319956, dtype=float32))",0.9847666521101582
160,"(0.3228936791419983, array(3.439253, dtype=float32))",0.9846721771000285
161,"(0.29727375507354736, array(3.4624984, dtype=float32))",0.9845777111534953
162,"(0.3050435185432434, array(3.4715984, dtype=float32))",0.9844832542696891
163,"(0.3446883261203766, array(3.4267278, dtype=float32))",0.9843888064477402
164,"(0.2852088212966919, array(3.5672417, dtype=float32))",0.9842943676867796
165,"(0.2744407653808594, array(3.5105176, dtype=float32))",0.9841999379859377
166,"(0.2791171073913574, array(3.5304384, dtype=float32))",0.9841055173443455
167,"(0.2862541079521179, array(3.6105232, dtype=float32))",0.9840111057611338
168,"(0.260442852973938, array(3.6358473, dtype=float32))",0.9839167032354337
169,"(0.2761112153530121, array(3.6424892, dtype=float32))",0.9838223097663761
170,"(0.2546713352203369, array(3.6604638, dtype=float32))",0.9837279253530922
171,"(0.3263780176639557, array(3.6103482, dtype=float32))",0.9836335499947131
172,"(0.3156336545944214, array(3.629593, dtype=float32))",0.9835391836903703
173,"(0.4133274555206299, array(3.470231, dtype=float32))",0.9834448264391952
174,"(0.3143001198768616, array(3.6762183, dtype=float32))",0.9833504782403191
175,"(0.30538803339004517, array(3.6807902, dtype=float32))",0.9832561390928737
176,"(0.34246745705604553, array(3.6314955, dtype=float32))",0.9831618089959905
177,"(0.28427356481552124, array(3.7024355, dtype=float32))",0.9830674879488013
178,"(0.3372153639793396, array(3.7251418, dtype=float32))",0.982973175950438
179,"(0.317507803440094, array(3.7465086, dtype=float32))",0.9828788730000323
180,"(0.31535524129867554, array(3.7640927, dtype=float32))",0.9827845790967162
181,"(0.27540552616119385, array(3.8163369, dtype=float32))",0.982690294239622
182,"(0.27945786714553833, array(3.754961, dtype=float32))",0.9825960184278815
183,"(0.37407487630844116, array(3.6708932, dtype=float32))",0.982501751660627
184,"(0.2972525358200073, array(3.835329, dtype=float32))",0.982407493936991
185,"(0.2798376679420471, array(3.8910902, dtype=float32))",0.9823132452561057
186,"(0.2937603294849396, array(3.841121, dtype=float32))",0.9822190056171037
187,"(0.3162020742893219, array(3.8517652, dtype=float32))",0.9821247750191175
188,"(0.2908405661582947, array(3.9438293, dtype=float32))",0.9820305534612798
189,"(0.2924209237098694, array(3.8844266, dtype=float32))",0.9819363409427231
190,"(0.30211886763572693, array(3.8966045, dtype=float32))",0.9818421374625803
191,"(0.2914242446422577, array(3.9147677, dtype=float32))",0.9817479430199845
192,"(0.40342116355895996, array(3.7431457, dtype=float32))",0.9816537576140684
193,"(0.2752505838871002, array(3.931693, dtype=float32))",0.9815595812439653
194,"(0.3038423955440521, array(3.9595327, dtype=float32))",0.9814654139088079
195,"(0.3754124641418457, array(3.835325, dtype=float32))",0.98137125560773
196,"(0.3044448792934418, array(3.954548, dtype=float32))",0.9812771063398645
197,"(0.28082913160324097, array(3.980804, dtype=float32))",0.981182966104345
198,"(0.3060142397880554, array(4.0379558, dtype=float32))",0.9810888349003047
199,"(0.27024218440055847, array(4.056133, dtype=float32))",0.9809947127268774
200,"(0.37823590636253357, array(3.9194741, dtype=float32))",0.9809005995831966
201,"(0.2865861654281616, array(4.064409, dtype=float32))",0.9808064954683963
202,"(0.24829138815402985, array(4.184821, dtype=float32))",0.9807124003816099
203,"(0.3157162666320801, array(4.0625706, dtype=float32))",0.9806183143219714
204,"(0.3122459650039673, array(4.133823, dtype=float32))",0.9805242372886149
205,"(0.39687079191207886, array(3.9713874, dtype=float32))",0.9804301692806745
206,"(0.258007287979126, array(4.1996236, dtype=float32))",0.9803361102972841
207,"(0.34405410289764404, array(4.148087, dtype=float32))",0.980242060337578
208,"(0.22563454508781433, array(4.2513423, dtype=float32))",0.9801480194006906
209,"(0.32191216945648193, array(4.1084747, dtype=float32))",0.9800539874857562
210,"(0.24235819280147552, array(4.257458, dtype=float32))",0.9799599645919093
211,"(0.23027917742729187, array(4.2954903, dtype=float32))",0.9798659507182844
212,"(0.2345866709947586, array(4.274333, dtype=float32))",0.9797719458640162
213,"(0.24921496212482452, array(4.3101563, dtype=float32))",0.9796779500282393
214,"(0.23137731850147247, array(4.30494, dtype=float32))",0.9795839632100886
215,"(0.2556138038635254, array(4.3132706, dtype=float32))",0.9794899854086989
216,"(0.2244863361120224, array(4.344318, dtype=float32))",0.9793960166232053
217,"(0.23106952011585236, array(4.3643684, dtype=float32))",0.9793020568527427
218,"(0.2939019799232483, array(4.294118, dtype=float32))",0.9792081060964465
219,"(0.24735361337661743, array(4.4155273, dtype=float32))",0.9791141643534514
220,"(0.2094804048538208, array(4.416524, dtype=float32))",0.9790202316228932
221,"(0.2949938178062439, array(4.3369393, dtype=float32))",0.9789263079039071
222,"(0.33171558380126953, array(4.2898855, dtype=float32))",0.9788323931956284
223,"(0.2604580819606781, array(4.423914, dtype=float32))",0.9787384874971929
224,"(0.2873643636703491, array(4.3737426, dtype=float32))",0.9786445908077361
225,"(0.2729889452457428, array(4.408822, dtype=float32))",0.9785507031263938
226,"(0.2509296238422394, array(4.4713454, dtype=float32))",0.9784568244523016
227,"(0.2716527581214905, array(4.4906707, dtype=float32))",0.9783629547845956
228,"(0.22608552873134613, array(4.535118, dtype=float32))",0.9782690941224116
229,"(0.24218304455280304, array(4.513619, dtype=float32))",0.9781752424648856
230,"(0.21813078224658966, array(4.575244, dtype=float32))",0.978081399811154
231,"(0.3510093092918396, array(4.4105806, dtype=float32))",0.9779875661603528
232,"(0.25506800413131714, array(4.5248165, dtype=float32))",0.9778937415116182
233,"(0.23444244265556335, array(4.560022, dtype=float32))",0.9777999258640868
234,"(0.22437244653701782, array(4.604197, dtype=float32))",0.977706119216895
235,"(0.2605789303779602, array(4.5422106, dtype=float32))",0.9776123215691792
236,"(0.2721310257911682, array(4.5974717, dtype=float32))",0.9775185329200762
237,"(0.26512202620506287, array(4.6021547, dtype=float32))",0.9774247532687225
238,"(0.26609188318252563, array(4.6489086, dtype=float32))",0.9773309826142551
239,"(0.2237873673439026, array(4.674614, dtype=float32))",0.9772372209558108
240,"(0.2284044623374939, array(4.7236695, dtype=float32))",0.9771434682925264
241,"(0.23346710205078125, array(4.711682, dtype=float32))",0.9770497246235392
242,"(0.23575380444526672, array(4.7242465, dtype=float32))",0.9769559899479862
243,"(0.22999808192253113, array(4.761887, dtype=float32))",0.9768622642650046
244,"(0.23725689947605133, array(4.763756, dtype=float32))",0.9767685475737315
245,"(0.28107917308807373, array(4.689956, dtype=float32))",0.9766748398733046
246,"(0.3924555778503418, array(4.5780153, dtype=float32))",0.9765811411628611
247,"(0.24770209193229675, array(4.8104715, dtype=float32))",0.9764874514415387
248,"(0.25631022453308105, array(4.8043785, dtype=float32))",0.9763937707084749
249,"(0.2354024052619934, array(4.8207197, dtype=float32))",0.9763000989628074
250,"(0.21576303243637085, array(4.842945, dtype=float32))",0.9762064362036742
251,"(0.2524324655532837, array(4.7994766, dtype=float32))",0.9761127824302128
252,"(0.21530528366565704, array(4.8900695, dtype=float32))",0.9760191376415615
253,"(0.3705807328224182, array(4.712386, dtype=float32))",0.975925501836858
254,"(0.279025137424469, array(4.833222, dtype=float32))",0.9758318750152406
255,"(0.26544004678726196, array(4.857472, dtype=float32))",0.9757382571758475
256,"(0.3329954147338867, array(4.777418, dtype=float32))",0.9756446483178169
257,"(0.2639212906360626, array(4.838743, dtype=float32))",0.9755510484402873
258,"(0.2471722960472107, array(4.9037395, dtype=float32))",0.975457457542397
259,"(0.32230284810066223, array(4.844125, dtype=float32))",0.9753638756232846
260,"(0.2722729444503784, array(4.906333, dtype=float32))",0.9752703026820887
261,"(0.2039034515619278, array(4.97856, dtype=float32))",0.9751767387179479
262,"(0.27219340205192566, array(4.942207, dtype=float32))",0.975083183730001
263,"(0.19267070293426514, array(5.0615854, dtype=float32))",0.974989637717387
264,"(0.36641690135002136, array(4.8095837, dtype=float32))",0.9748961006792447
265,"(0.23438280820846558, array(5.077211, dtype=float32))",0.9748025726147133
266,"(0.31884685158729553, array(4.9131308, dtype=float32))",0.9747090535229316
267,"(0.22355522215366364, array(5.052503, dtype=float32))",0.9746155434030389
268,"(0.2647807002067566, array(5.027977, dtype=float32))",0.9745220422541746
269,"(0.19441965222358704, array(5.131469, dtype=float32))",0.974428550075478
270,"(0.2094864398241043, array(5.0840554, dtype=float32))",0.9743350668660885
271,"(0.2123001217842102, array(5.1289244, dtype=float32))",0.9742415926251456
272,"(0.21363115310668945, array(5.1147165, dtype=float32))",0.9741481273517889
273,"(0.44587242603302, array(4.833168, dtype=float32))",0.9740546710451582
274,"(0.17529402673244476, array(5.20994, dtype=float32))",0.9739612237043931
275,"(0.2514207065105438, array(5.0933094, dtype=float32))",0.9738677853286335
276,"(0.18482191860675812, array(5.2205243, dtype=float32))",0.9737743559170193
277,"(0.2120879590511322, array(5.211957, dtype=float32))",0.9736809354686906
278,"(0.21148841083049774, array(5.2292423, dtype=float32))",0.9735875239827875
279,"(0.37032750248908997, array(5.0258417, dtype=float32))",0.97349412145845
280,"(0.31726279854774475, array(5.0965824, dtype=float32))",0.9734007278948186
281,"(0.3418528735637665, array(5.105193, dtype=float32))",0.9733073432910335
282,"(0.32048994302749634, array(5.1220765, dtype=float32))",0.9732139676462351
283,"(0.3189655840396881, array(5.1394544, dtype=float32))",0.973120600959564
284,"(0.2852129340171814, array(5.2350836, dtype=float32))",0.9730272432301608
285,"(0.2189183533191681, array(5.3035574, dtype=float32))",0.972933894457166
286,"(0.1878739297389984, array(5.3268847, dtype=float32))",0.9728405546397205
287,"(0.27968931198120117, array(5.273347, dtype=float32))",0.9727472237769652
288,"(0.26208850741386414, array(5.3281355, dtype=float32))",0.9726539018680408
289,"(0.1841065138578415, array(5.3888865, dtype=float32))",0.9725605889120885
290,"(0.2035081684589386, array(5.3665566, dtype=float32))",0.9724672849082493
291,"(0.19756171107292175, array(5.3781986, dtype=float32))",0.9723739898556645
292,"(0.23186002671718597, array(5.3390856, dtype=float32))",0.9722807037534751
293,"(0.18289770185947418, array(5.4117293, dtype=float32))",0.9721874266008225
294,"(0.2084488570690155, array(5.4338284, dtype=float32))",0.9720941583968482
295,"(0.2697123885154724, array(5.3541183, dtype=float32))",0.9720008991406938
296,"(0.241081103682518, array(5.4076376, dtype=float32))",0.9719076488315006
297,"(0.2558639347553253, array(5.379331, dtype=float32))",0.9718144074684104
298,"(0.27754998207092285, array(5.370801, dtype=float32))",0.9717211750505651
299,"(0.17532841861248016, array(5.529606, dtype=float32))",0.9716279515771062
300,"(0.23889784514904022, array(5.429801, dtype=float32))",0.9715347370471759
301,"(0.2546604871749878, array(5.468735, dtype=float32))",0.971441531459916
302,"(0.18998128175735474, array(5.54926, dtype=float32))",0.9713483348144687
303,"(0.18433015048503876, array(5.544092, dtype=float32))",0.9712551471099761
304,"(0.3198586106300354, array(5.395034, dtype=float32))",0.9711619683455803
305,"(0.24458661675453186, array(5.466519, dtype=float32))",0.9710687985204239
306,"(0.2506139278411865, array(5.444627, dtype=float32))",0.9709756376336491
307,"(0.19837869703769684, array(5.603802, dtype=float32))",0.9708824856843984
308,"(0.20239320397377014, array(5.581024, dtype=float32))",0.9707893426718145
309,"(0.2514246106147766, array(5.5043454, dtype=float32))",0.9706962085950399
310,"(0.2361178696155548, array(5.5476346, dtype=float32))",0.9706030834532173
311,"(0.18105517327785492, array(5.637533, dtype=float32))",0.9705099672454897
312,"(0.4311749339103699, array(5.306705, dtype=float32))",0.9704168599709998
313,"(0.16126078367233276, array(5.6488748, dtype=float32))",0.9703237616288908
314,"(0.2367740273475647, array(5.58046, dtype=float32))",0.9702306722183055
315,"(0.15371255576610565, array(5.6795645, dtype=float32))",0.9701375917383872
316,"(0.15797631442546844, array(5.737493, dtype=float32))",0.9700445201882791
317,"(0.22131779789924622, array(5.573476, dtype=float32))",0.9699514575671244
318,"(0.2601136267185211, array(5.6250277, dtype=float32))",0.9698584038740667
319,"(0.14329442381858826, array(5.766141, dtype=float32))",0.9697653591082493
320,"(0.23436936736106873, array(5.6598163, dtype=float32))",0.9696723232688159
321,"(0.14217746257781982, array(5.771143, dtype=float32))",0.9695792963549099
322,"(0.18080921471118927, array(5.7357626, dtype=float32))",0.9694862783656752
323,"(0.1536250114440918, array(5.779494, dtype=float32))",0.9693932693002556
324,"(0.16879050433635712, array(5.7551365, dtype=float32))",0.969300269157795
325,"(0.17564010620117188, array(5.807193, dtype=float32))",0.9692072779374371
326,"(0.20979085564613342, array(5.748929, dtype=float32))",0.9691142956383263
327,"(0.1448231190443039, array(5.817232, dtype=float32))",0.9690213222596065
328,"(0.21447807550430298, array(5.760696, dtype=float32))",0.968928357800422
329,"(0.23250572383403778, array(5.7393885, dtype=float32))",0.968835402259917
330,"(0.22107946872711182, array(5.781235, dtype=float32))",0.9687424556372362
331,"(0.3073885440826416, array(5.6928887, dtype=float32))",0.9686495179315235
332,"(0.23838010430335999, array(5.747053, dtype=float32))",0.9685565891419239
333,"(0.20071253180503845, array(5.8299522, dtype=float32))",0.9684636692675818
334,"(0.15101143717765808, array(5.9201126, dtype=float32))",0.968370758307642
335,"(0.30054163932800293, array(5.742301, dtype=float32))",0.9682778562612492
336,"(0.16030660271644592, array(5.916374, dtype=float32))",0.9681849631275483
337,"(0.14109162986278534, array(5.924472, dtype=float32))",0.9680920789056843
338,"(0.2309556007385254, array(5.8353763, dtype=float32))",0.9679992035948022
339,"(0.3018561899662018, array(5.7665896, dtype=float32))",0.9679063371940471
340,"(0.13628338277339935, array(5.9533143, dtype=float32))",0.9678134797025642
341,"(0.1393911987543106, array(5.9800167, dtype=float32))",0.9677206311194987
342,"(0.20481494069099426, array(5.923391, dtype=float32))",0.967627791443996
343,"(0.3016800880432129, array(5.8204956, dtype=float32))",0.9675349606752017
344,"(0.1973983347415924, array(5.9328394, dtype=float32))",0.9674421388122612
345,"(0.12609043717384338, array(6.024765, dtype=float32))",0.96734932585432
346,"(0.31214985251426697, array(5.8491488, dtype=float32))",0.9672565218005239
347,"(0.22002774477005005, array(5.9004974, dtype=float32))",0.9671637266500187
348,"(0.2795874774456024, array(5.8611608, dtype=float32))",0.9670709404019501
349,"(0.42905959486961365, array(5.711484, dtype=float32))",0.9669781630554642
350,"(0.2199704349040985, array(6.012027, dtype=float32))",0.9668853946097069
351,"(0.212676540017128, array(5.983739, dtype=float32))",0.9667926350638244
352,"(0.2153298705816269, array(5.9826326, dtype=float32))",0.9666998844169629
353,"(0.14867639541625977, array(6.09449, dtype=float32))",0.9666071426682684
354,"(0.20752273499965668, array(6.019682, dtype=float32))",0.9665144098168875
355,"(0.19640584290027618, array(6.044318, dtype=float32))",0.9664216858619665
356,"(0.28705960512161255, array(5.959566, dtype=float32))",0.966328970802652
357,"(0.11514285206794739, array(6.1484885, dtype=float32))",0.9662362646380905
358,"(0.44709011912345886, array(5.7567635, dtype=float32))",0.9661435673674288
359,"(0.34077179431915283, array(5.9043074, dtype=float32))",0.9660508789898135
360,"(0.20289601385593414, array(6.0851874, dtype=float32))",0.9659581995043914
361,"(0.21457132697105408, array(6.078524, dtype=float32))",0.9658655289103095
362,"(0.11899040639400482, array(6.194432, dtype=float32))",0.965772867206715
363,"(0.2682627737522125, array(6.016743, dtype=float32))",0.9656802143927545
364,"(0.13668963313102722, array(6.2260747, dtype=float32))",0.9655875704675757
365,"(0.36422696709632874, array(5.952838, dtype=float32))",0.9654949354303254
366,"(0.18258297443389893, array(6.148976, dtype=float32))",0.9654023092801512
367,"(0.27915653586387634, array(6.056768, dtype=float32))",0.9653096920162004
368,"(0.1284467726945877, array(6.25164, dtype=float32))",0.9652170836376205
369,"(0.12056411802768707, array(6.268037, dtype=float32))",0.965124484143559
370,"(0.29847800731658936, array(6.049245, dtype=float32))",0.9650318935331637
371,"(0.13248607516288757, array(6.2877293, dtype=float32))",0.9649393118055821
372,"(0.19823364913463593, array(6.1919546, dtype=float32))",0.9648467389599623
