,scores
0,33.07947853055547
1,33.75501476283248
2,22.9067838464865
3,4.021716948809472
4,34.29051446957729
5,4.109175077645965
6,4.143100536019147
7,3.928875234721893
8,311.1959315060741
9,0.8257794967883666
10,20.56956351830378
11,5.714315586781299
12,326.57418745082725
13,63.71925147565678
14,61.60089716816375
15,2.4109762162452366
16,4.157230604043456
17,25.596258265756415
18,172.84174639084853
19,2.437683951111473
20,7.253963369718079
21,367.22858580721737
22,39.32921266744646
23,82.50595072005493
24,298.7558577226273
25,47.859839407290586
26,44.01319172442956
27,10.0360133313442
28,24.012084848511556
29,78.99771739319623
30,228.06611082312702
31,4.023370835043982
32,16.890802712529112
33,33.72977297065737
34,10.332400663451159
35,22.382943119527486
36,323.7667623022984
37,236.59339470237407
38,66.37141017285627
39,32.961920374448916
40,47.85692308312998
41,1.6359547881282381
42,20.136177669825067
43,451.09220815228366
44,3.2833726698938
45,8.187783671175382
46,14.4834414016038
47,140.5822691406284
48,3.224456877993057
49,2.3966105509361593
50,2.4222199794584136
51,6.562201677372512
52,15.11014476748343
53,60.05643196059464
54,16.589915915784356
55,405.8205706892425
56,14.959730654587435
57,97.94280189814341
58,32.588812390803426
59,25.438156515240706
60,52.999736478881324
61,168.7499369843875
62,464.117511793573
63,13.157878274181975
64,4.105126168831675
65,154.51251659753098
66,367.44782528243996
67,8.205675124709947
68,27.25862580083206
69,65.78301672004
70,1.6393050408393137
71,110.93723293998396
72,13.63476262334231
73,193.6397521017423
74,27.42490208830343
75,85.99532360635354
76,16.071419690532657
77,112.2278195751076
78,81.570401175887
79,170.18265635616436
80,8.658904351760048
81,20.819146827296887
82,143.1316621437916
83,2.4713943529115587
84,7.385591299421729
85,8.389807982372801
86,8.051556289454783
87,25.388547905401804
88,4.113419259911504
89,21.35742341985361
90,115.16399238141953
91,75.99669688483712
92,43.469266102602056
93,6.272339060291229
94,5.734627702590356
95,361.95676554525096
96,349.46793656854317
97,300.0952570293621
98,419.8715254627921
99,6.327842814667725
100,3.9538351464664334
101,332.02324148251125
102,17.025112180433187
103,187.85156583761562
104,7.762178958397543
105,74.09000839530512
106,415.74346084043526
107,18.296518816134167
108,35.58895864407125
109,0.0
110,347.5906811289019
111,297.1845518294953
112,80.93568800480026
113,18.56947047267648
114,4.181491990694294
115,22.751409352373663
116,6.515126085659871
117,17.325336207715758
118,31.288856152670633
119,105.23888999206905
120,2.402331688836287
121,4.719026127900543
122,5.508918741170505
123,111.1369178405953
124,23.653068312311852
125,3.338418800533601
126,47.01611838324001
127,72.7663481500259
128,210.31405247797377
129,2.510994193121377
130,4.145045970796444
131,121.8803945976401
132,352.13706372591037
133,45.241603555090364
134,115.74352140060178
135,161.47248009771536
136,6.651069433884086
137,173.23776741759914
138,126.23833117459753
139,100.083597540391
140,67.57536099950872
141,43.93912821856871
142,267.93879847167557
143,55.32657648101397
144,276.4509082050928
145,2.433901432481221
146,169.29224260240963
147,292.61124544712857
148,0.0
149,19.11913419755095
150,32.382077048434176
151,251.6281899016049
152,21.673095173833755
153,116.34399458316472
154,117.76842872514922
155,449.52975445056546
156,46.64240670687491
157,81.19541477869687
158,270.50651755376276
159,82.21001934734194
160,47.74464842049934
161,394.6446930871547
162,104.30474381011065
163,65.08215131129585
164,0.8180097838483126
165,9.931645030240723
166,38.08202783475951
167,67.06345890542231
168,2.4552028390900427
169,38.86869683515897
170,31.470942812369852
171,461.0720569148806
172,1.6287186913367258
173,6.799069200180762
174,9.234234148206847
175,7.485522748626003
176,3.9892977637744274
177,8.214152443348155
178,12.89481738307596
179,3.3522826040099147
180,4.9016403903694705
181,4.100034220827293
182,4.946173673499866
183,0.8180973595455958
184,8.038749122264486
185,5.861472088980492
186,0.8168442774099344
187,8.10981165176018
188,23.52169293431614
189,12.941094134934643
190,9.844607443211988
191,10.396745413077904
192,0.0
193,459.8321017296336
194,399.65298622210446
195,2.469059864982567
196,20.671633776031857
197,10.491919135240783
198,131.02884882761177
199,1.6559383225663433
200,28.58686713615943
201,31.424876915554066
202,28.894863677467654
203,36.8656856815233
204,226.0115599452202
205,381.8882884640528
206,219.29280519722428
207,12.043907357905526
208,466.0447950765668
209,383.1729427051837
210,7.579910168156391
211,92.63880441469612
212,112.0746153940044
213,4.152599808204607
214,5.00394401861821
215,104.94431282764411
216,13.79092123790904
217,6.664339104051239
218,40.91024007384006
219,186.8767618501597
220,14.586498107695919
221,4.23301416478527
222,56.11028282288708
223,37.044177816413445
224,7.479781002682812
225,284.8136901784871
226,456.5983363412259
227,419.9135452401683
228,26.347260763521636
229,70.31178661360195
230,57.807059067206964
231,11.363590313204405
232,9.845177128792614
233,92.08805842256167
234,12.917634803443974
235,11.063684328209522
236,201.09959960707613
237,473.4200595837285
238,462.6536080338229
239,58.18255100071293
240,10.48577041729189
241,20.623426269568476
242,4.886017023223167
243,16.22080514850552
244,7.176754436389674
245,11.153561934245674
246,4.828609870259095
247,14.516101174975118
248,16.25875951205262
249,64.89088063807485
250,15.180740294485979
251,104.66104347717837
252,123.06752045740929
253,16.423557173578164
254,1.6090527945933268
255,39.05041590088177
256,57.301055796665324
257,127.77690863610322
258,129.32703844500446
259,473.6321850737386
260,14.910509165820446
261,64.20365839498174
262,108.81894629233368
263,43.76957879893647
264,73.71432700053886
265,26.89053010526951
266,96.98546868856154
267,98.14677577832653
268,43.95958394494278
269,92.22954268073025
270,144.12761537026586
271,412.1143301282719
272,42.88379170124849
273,443.69140834724334
274,34.04437215141347
275,57.68997952111001
276,459.7792137548778
277,31.05235201254774
278,106.14777591706797
279,14.157109528962648
280,8.023286511186463
281,1.5761620566506118
282,61.39732860550389
283,3.27550236033692
284,94.08467916832439
285,1.6337449699051165
286,448.47172727705856
287,30.68242412171854
288,3.3351121404362734
289,232.62943277156288
290,5.728193867058113
291,12.818542169374767
292,3.20550880178454
293,9.770847936512904
294,20.145911321811138
295,1.6474988937867732
296,9.830206941677107
297,20.41650323911607
298,1.6310520505409194
299,7.723253654367822
300,14.283274224820554
301,475.232637407952
302,1.6453206483580312
303,2.4787309335364296
304,17.496165063769993
305,7.790450803247485
306,13.221582905894188
307,12.269322522873438
308,3.2779497166062264
309,2.5096182921551033
310,56.724533458048995
311,23.63623672572562
312,3.196952598174811
313,1.6127437625133525
314,24.960949885934106
315,15.994492657595895
316,6.762549490094971
317,19.13017206057981
318,12.971017395479791
319,6.763217820591723
320,33.02376575730557
321,26.186112628739426
322,0.7995021813716136
323,3.1819185747998073
324,5.612291392663689
325,4.803810902133617
326,15.255782604659439
327,17.81115438372483
328,7.011336787993226
329,5.610439152206239
330,6.195872137682683
331,37.74918485565319
332,38.45684628188827
333,50.07761261018485
334,71.9008807666481
335,1.5828994074273273
336,56.18424850020868
337,83.48762249621798
338,90.01123782671584
339,21.558309150490643
340,406.3617319189935
341,12.050107455003754
342,25.872376910053255
343,3.3423655307277933
344,5.601744419412214
345,21.51279371520749
346,343.5997916711017
347,28.76702853261807
348,20.931844648013517
349,52.53983423116767
350,11.808232919093843
351,473.73277045972173
352,16.7173778638044
353,8.000158097373642
354,466.32828986863166
