,scores
0,8.878575879487743
1,79.08099182380312
2,13.219862149731108
3,11.924713189613222
4,41.93720553170763
5,10.839293952434554
6,2.4223904408096892
7,201.06932420412977
8,325.95745748436195
9,9.454756231244899
10,143.75905153304214
11,12.14713280963018
12,6.40964499566796
13,49.632542456878824
14,86.49013130485226
15,22.029159950341924
16,21.390957568024643
17,2.4485808088485284
18,12.947769943311553
19,145.635598196432
20,263.6743801604414
21,12.54525377060672
22,3.9564479089195546
23,340.90258489466
24,377.9323067809763
25,370.39412252971624
26,338.4107479636583
27,421.8627320052967
28,5.028075668419189
29,249.61929782018808
30,3.3140982131633514
31,290.13587470550175
32,2.421915495799061
33,8.849249849922913
34,298.78150234191503
35,21.33873372255149
36,112.69280339007776
37,7.897228713311569
38,4.827471960701739
39,3.1722164231233694
40,33.43229132041512
41,36.16132041452649
42,9.46866630149905
43,119.52634909955975
44,178.7975834381915
45,294.7194684618745
46,265.6583694565198
47,53.869409343976585
48,378.46611180341876
49,362.5736035762985
50,19.794501128652936
51,373.88323970003705
52,433.3282868903767
53,361.8866796475086
54,385.81546376173355
55,234.43811975380373
56,303.9832821419448
57,7.383405644570934
58,358.2829101433667
59,350.14846214273933
60,353.14349928854745
61,353.41064248436095
62,357.00303861446673
63,131.94872147611122
64,6.8918468495971155
65,6.064730626120138
66,127.25330092316229
67,19.19399960185895
68,3.8339438211498615
69,11.352427520685765
70,8.619445291671344
71,187.3795112078982
72,6.259525397559129
73,103.41819768819235
74,65.59492914235211
75,1.5972644460688596
76,16.089245789984965
77,6.274265202006038
78,44.93545686759655
79,51.27358978662254
80,11.807225853525711
81,118.99097453013552
82,194.86808708234238
83,72.29779401254605
84,158.9300983559138
85,22.37210285557739
86,4.686685585431419
87,186.61168536680015
88,345.2632171183583
89,195.85919612684864
90,347.70583555167957
91,269.24153562377535
92,190.90059730666786
93,8.24381336488402
94,12.270327156204948
95,389.0053373201129
96,5.565418935461458
97,379.41188770110153
98,124.01009923016359
99,183.77509989265326
100,5.499185768934763
101,71.57978407718495
102,170.2645130935222
103,4.0311395681614375
104,362.4480338454445
105,27.558833590411385
106,42.350231502407325
107,439.4569375788459
108,94.51480224377607
109,32.439545463185645
110,303.3044241585549
111,363.34049995469144
112,371.01711790065036
113,389.1488469022551
114,24.667344557925865
115,362.2519155338254
116,25.021035204732076
117,383.55964998527367
118,361.5464602056886
119,6.478365606877224
120,289.54796715166634
121,441.7112872587139
122,318.4968240434476
123,389.74369096522975
124,310.1015921912148
125,285.5827638526402
126,4.7716596090576635
127,192.95867280201907
128,203.79218507095135
129,218.61112663883307
130,177.95120516720107
131,62.03107470818117
132,215.1574027470531
133,349.62045953749487
134,284.2852798139376
135,200.56038667777645
136,10.172483358158217
137,71.2227935940497
138,321.6386313138596
139,239.13766844541155
140,231.45399423530907
141,94.96899228882808
142,129.06826165563035
143,193.34341861354102
144,8.778666162375517
145,226.66455836340853
146,192.1012725574843
147,9.747844119970155
148,28.754940113584517
149,11.397398968842905
150,45.57041517628943
151,292.16980751332505
152,68.71006986955709
153,143.64578040825828
154,56.028961682954034
155,0.8442797692697706
156,36.38458646392521
157,11.677007308822326
158,27.08618469926809
159,1.68658344021783
160,31.735467927541478
161,489.771025582352
162,107.3052843285687
163,7.781490352001854
164,40.420315060576726
165,20.463308725866057
166,496.17898763752606
167,161.62521440054792
168,11.578004232653237
169,12.295598189139797
170,14.673431075574491
171,15.650278596504252
172,485.2057034916832
173,16.566808660455752
174,164.69545905784037
175,6.091391242829656
176,33.51493656980784
177,94.43242490934573
178,491.9677353888904
179,443.2608758379088
180,12.3885410877169
181,74.17102158463908
182,6.031309282592229
183,250.1787014765436
184,8.633035632550037
185,13.034080496611711
186,5.121784099397088
187,16.16838631627436
188,12.469204894285937
189,71.61810683397789
190,156.7123638360676
191,382.4360973697308
192,66.96710358355662
193,38.61104896366941
194,5.064955430900841
195,435.59181165398473
196,457.11964069663526
197,179.29255734154594
198,197.33381251653208
199,26.388263697495038
200,73.9784332775513
201,160.74054885563254
202,11.58377239392017
203,81.47039634105667
204,2.4950344165376714
205,12.834872507232895
206,27.606090645375502
207,461.50819936487346
208,8.813429113276397
209,22.551956616177467
210,15.497965843766435
211,493.07760973579946
212,490.115637992155
213,602.131148029004
214,27.310753699756212
215,38.29114460165054
216,490.7467104878526
217,12.592320932907262
218,488.1350400978961
219,38.56547313496121
220,13.65831857760133
221,15.237868366381685
222,332.55358739727967
223,8.750779795103542
224,439.32193403728
225,222.15484394702682
226,490.5236405498492
227,27.46356871169807
228,445.82217415011473
229,40.51049666223868
230,19.50708102433405
231,11.673461831997363
232,490.2231410675883
233,56.39957857777521
234,482.52389407966706
235,456.6061995040439
236,34.352027719212714
237,307.5601420844325
238,10.803636291359558
239,474.34762375722613
240,364.5357480582813
241,466.3508922247971
242,27.52316065714298
243,284.96235264133145
244,436.6529481793135
245,31.05444023008449
246,314.4461812669828
247,336.21161660660255
248,432.7886226088691
249,446.2842937780139
250,5.202384365718363
251,11.547343074204733
252,399.5711712950123
253,11.660020605468299
254,274.83663988183
255,2.560978504289563
256,7.987185445261936
257,457.4089530281402
258,4.301419899714461
259,17.671342062141214
260,11.535879994615687
261,112.58456560491014
262,67.1466903698895
263,32.50242513442938
264,112.22491961819885
265,398.2648199144824
266,15.221818250798869
267,11.546442565428409
268,226.241047684004
269,65.5956286171436
270,45.44654308603236
271,38.0578752786405
272,76.45009057154275
273,7.0653000076317785
274,18.490882092007467
275,7.137981498224648
276,204.74302886882495
277,30.041134134593495
278,9.433335794269702
279,32.73538069300571
280,78.69899504167773
281,175.35987332924205
282,246.1976471179011
283,28.50792835322994
284,57.11948219984976
285,101.4309500937684
286,11.485733763705923
287,127.18783481531395
288,29.496879311306902
289,275.2482007554641
290,21.27804581197653
291,10.450304176336962
292,8.904310190389443
293,103.11001349016475
294,41.360923313909815
295,11.708744540004862
296,55.273046785250116
297,7.997119742613437
298,154.21315029475616
299,5.148800112065553
300,460.66202453581445
301,65.16793010866745
302,58.19534746315165
303,24.369368868865408
304,10.645457198295572
305,18.591517743400637
306,11.788451550465995
307,10.647020580767652
308,12.570653152771262
309,87.30900300150803
310,45.28912873457269
311,56.58245970981659
312,83.80374899771232
313,2.5492587970551974
314,442.78466435492874
315,18.483387014151013
316,428.9992884495797
317,14.539455512453454
318,448.44394544443935
319,247.38346911702754
320,326.4529310564214
